BUYER_COUNTY,BUYER_STATE,year_x,DOSAGE_UNIT,TOT_POP,drugdensity,densitybins,TOT_MALE,TOT_FEMALE,WA_PER,BA_PER,IA_PER,H_PER,GRNDTOT,Poverty_Percent,Median_Income,ltHS,HS,sCorA,B+,ObesityPercent,democrat,republican,Unemp_Yearly_Rate,crimerate
WYOMING,WV,2011,148020.0,23455.0,6.31,3,11658.0,11797.0,98.17,0.55,0.15,0.5,245.0,25.6,32851.0,28.65,45.1,17.95,8.2,34.8,24.86,72.85,8.81,0.01
FAYETTE,WV,2008,147800.0,46321.0,3.19,2,23184.0,23137.0,93.09,5.24,0.32,1.01,1150.75,20.2,32934.0,24.6,41.75,20.95,12.7,31.3,47.66,50.4,4.65,0.02
WYOMING,WV,2009,147390.0,23307.0,6.32,3,11578.0,11729.0,97.8,1.19,0.13,0.76,178.0,23.5,31677.0,28.65,45.1,17.95,8.2,36.3,32.5,65.2,9.95,0.01
FAYETTE,WV,2007,143590.0,46355.0,3.1,2,23241.0,23114.0,93.03,5.28,0.31,1.0,1150.75,23.9,30312.0,24.6,41.75,20.95,12.7,31.2,48.96,49.41,5.46,0.02
JEFFERSON,WV,2009,143000.0,52965.0,2.7,2,26180.0,26785.0,89.26,7.58,0.34,4.07,1409.0,9.2,58859.0,16.1,33.4,24.45,26.05,34.9,50.62,47.98,6.61,0.03
COFFEE,AL,2008,142750.0,47524.0,3.0,2,23414.0,24110.0,77.57,18.58,0.85,4.61,1135.75,15.2,43145.0,20.7,27.75,30.5,21.0,32.7,25.23,74.12,4.85,0.02
COLLETON,SC,2009,142260.0,39347.0,3.62,3,18781.0,20566.0,57.45,40.21,0.78,2.88,2107.0,22.0,35935.0,22.3,38.95,25.35,13.45,34.1,49.7,49.27,13.04,0.05
MINGO,WV,2011,142130.0,26601.0,5.34,3,13085.0,13516.0,96.78,1.92,0.06,0.66,612.0,26.0,31681.0,33.0,39.15,19.55,8.25,38.5,31.37,66.33,8.58,0.02
MARION,AL,2006,141100.0,29574.0,4.77,3,14687.0,14887.0,93.62,4.8,0.44,1.87,397.25,17.1,32792.0,28.05,34.1,27.1,10.7,28.5,25.31,73.47,4.37,0.01
FRANKLIN,AL,2006,141050.0,30855.0,4.57,3,15328.0,15527.0,93.28,4.92,0.42,10.86,620.25,17.0,30911.0,30.75,34.0,23.7,11.55,31.7,33.23,65.75,4.64,0.02
MCDOWELL,WV,2007,140990.0,22818.0,6.18,3,10981.0,11837.0,88.38,10.22,0.2,0.84,850.25,34.7,21903.0,42.35,38.85,13.6,5.25,32.5,55.42,43.08,7.42,0.04
MCDOWELL,WV,2008,137590.0,22584.0,6.09,3,10889.0,11695.0,88.71,9.9,0.2,0.85,850.25,32.8,20486.0,42.35,38.85,13.6,5.25,32.9,53.34,44.82,5.91,0.04
BLOUNT,AL,2010,136900.0,57322.0,2.39,2,28362.0,28960.0,96.59,1.43,0.61,8.07,1979.0,16.5,42906.0,24.9,34.15,29.6,11.35,30.4,13.44,85.25,9.84,0.03
WARREN,TN,2006,136800.0,39656.0,3.45,3,19576.0,20080.0,94.67,3.52,0.29,7.41,2517.0,18.6,33289.0,26.75,40.95,20.6,11.75,29.0,42.78,55.79,8.96,0.06
MCDOWELL,WV,2012,136500.0,21321.0,6.4,3,10543.0,10778.0,89.37,9.16,0.19,0.61,955.0,36.0,25246.0,42.35,38.85,13.6,5.25,40.1,34.08,63.98,12.08,0.04
MARION,WV,2006,135230.0,56694.0,2.39,2,27338.0,29356.0,94.98,3.38,0.24,1.0,1481.25,15.7,33899.0,15.7,40.05,25.25,19.0,26.9,49.95,48.47,4.47,0.03
COLLETON,SC,2008,133520.0,39440.0,3.39,3,18820.0,20620.0,57.2,40.54,0.77,2.72,2065.0,21.1,34136.0,22.3,38.95,25.35,13.45,33.7,49.74,49.22,8.21,0.05
JEFFERSON,WV,2012,129430.0,54694.0,2.37,2,27024.0,27670.0,88.98,6.54,0.31,5.16,1460.0,12.2,62924.0,16.1,33.4,24.45,26.05,32.5,46.97,50.85,5.4,0.03
JEFFERSON,WV,2008,129400.0,52090.0,2.48,2,25838.0,26252.0,89.58,7.3,0.33,4.01,1308.0,9.9,62802.0,16.1,33.4,24.45,26.05,31.8,51.84,47.02,3.81,0.03
WAYNE,WV,2010,129000.0,42481.0,3.04,2,20744.0,21737.0,98.66,0.18,0.26,0.51,476.0,20.2,36360.0,25.45,39.35,22.8,12.45,35.5,37.56,60.12,8.53,0.01
BLOUNT,AL,2008,128800.0,57797.0,2.23,1,28952.0,28845.0,94.87,3.24,0.6,7.53,934.25,13.1,46086.0,24.9,34.15,29.6,11.35,31.9,14.51,84.02,4.66,0.02
MARION,TN,2008,128750.0,28072.0,4.59,3,13829.0,14243.0,93.33,4.78,0.38,1.42,1729.25,15.7,38965.0,27.05,36.35,25.25,11.25,34.5,39.4,58.98,7.65,0.06
LINCOLN,TN,2011,127230.0,33380.0,3.81,3,16322.0,17058.0,90.36,6.82,0.64,2.8,1524.0,16.9,39246.0,23.8,38.9,22.25,15.1,30.8,25.64,72.98,6.65,0.05
PIKE,AL,2012,125510.0,33210.0,3.78,3,15888.0,17322.0,58.39,37.24,0.63,2.21,470.0,26.7,32411.0,24.9,31.5,21.95,21.55,34.1,42.78,56.45,7.97,0.01
MARION,SC,2009,123700.0,33597.0,3.68,3,15632.0,17965.0,43.33,54.79,0.51,3.15,1410.0,27.4,28437.0,26.65,37.1,22.95,13.3,38.4,63.65,35.38,20.37,0.04
MARION,TN,2009,123260.0,28084.0,4.39,3,13873.0,14211.0,93.28,4.79,0.39,1.49,1765.0,19.2,37067.0,27.05,36.35,25.25,11.25,31.6,39.05,59.3,12.29,0.06
GRUNDY,TN,2009,122790.0,14102.0,8.71,3,6938.0,7164.0,97.1,1.15,0.41,1.38,368.0,27.6,27373.0,35.8,38.2,16.95,9.05,30.3,41.61,56.34,14.12,0.03
PIKE,AL,2011,122460.0,33017.0,3.71,3,15775.0,17242.0,58.97,36.81,0.62,2.36,0.0,25.6,32345.0,24.9,31.5,21.95,21.55,35.3,42.62,56.68,8.87,0.0
PIKE,AL,2010,120430.0,32899.0,3.66,3,15700.0,17199.0,59.1,36.77,0.6,2.22,1198.0,30.0,32771.0,24.9,31.5,21.95,21.55,36.0,42.45,56.91,9.44,0.04
WINSTON,AL,2007,118900.0,24267.0,4.9,3,12010.0,12257.0,96.72,1.66,0.52,2.67,544.75,16.0,32986.0,30.1,35.25,24.1,10.6,28.3,18.5,80.09,5.59,0.02
COFFEE,AL,2006,118190.0,45460.0,2.6,2,22328.0,23132.0,77.78,18.52,0.84,3.86,1135.75,14.2,41417.0,20.7,27.75,30.5,21.0,33.6,25.33,74.01,3.75,0.02
WAYNE,WV,2011,118000.0,42180.0,2.8,2,20576.0,21604.0,98.5,0.21,0.28,0.55,599.0,20.8,35418.0,25.45,39.35,22.8,12.45,36.5,36.45,61.19,8.15,0.01
WYOMING,WV,2008,116260.0,23421.0,4.96,3,11628.0,11793.0,97.82,1.2,0.15,0.74,210.75,22.3,31659.0,28.65,45.1,17.95,8.2,34.3,36.32,61.37,4.73,0.01
LINCOLN,TN,2009,115500.0,33362.0,3.46,3,16270.0,17092.0,89.9,7.66,0.58,2.38,1541.0,15.6,40108.0,23.8,38.9,22.25,15.1,33.7,27.3,71.19,7.19,0.05
WAYNE,WV,2012,114320.0,41873.0,2.73,2,20431.0,21442.0,98.33,0.28,0.27,0.53,779.0,20.5,37705.0,25.45,39.35,22.8,12.45,38.0,35.34,62.26,7.59,0.02
COFFEE,AL,2007,113800.0,46586.0,2.44,2,22910.0,23676.0,77.65,18.64,0.83,4.24,1135.75,16.5,36819.0,20.7,27.75,30.5,21.0,32.5,25.28,74.06,3.81,0.02
COLLETON,SC,2007,112920.0,39138.0,2.89,2,18659.0,20479.0,57.18,40.63,0.74,2.51,2065.0,21.7,34703.0,22.3,38.95,25.35,13.45,32.3,49.18,49.79,6.09,0.05
WINSTON,AL,2006,112080.0,24269.0,4.62,3,11981.0,12288.0,96.98,1.44,0.5,2.43,544.75,18.7,31869.0,30.1,35.25,24.1,10.6,28.4,19.48,79.39,4.95,0.02
JEFFERSON,WV,2007,111230.0,51158.0,2.17,1,25340.0,25818.0,89.87,7.12,0.33,3.84,1308.0,8.3,61219.0,16.1,33.4,24.45,26.05,30.0,50.51,48.44,3.2,0.03
COLLETON,SC,2006,109800.0,38927.0,2.82,2,18630.0,20297.0,57.08,40.84,0.7,2.41,2065.0,22.9,33852.0,22.3,38.95,25.35,13.45,32.3,48.62,50.36,6.5,0.05
WAYNE,WV,2009,109300.0,41112.0,2.66,2,20180.0,20932.0,98.11,0.64,0.17,0.79,510.0,20.8,36080.0,25.45,39.35,22.8,12.45,35.4,38.66,59.05,7.88,0.01
WAYNE,WV,2008,108000.0,41386.0,2.61,2,20349.0,21037.0,98.19,0.56,0.17,0.74,591.0,17.6,34570.0,25.45,39.35,22.8,12.45,32.5,39.77,57.98,4.71,0.01
WAYNE,WV,2007,106300.0,41489.0,2.56,2,20362.0,21127.0,98.26,0.5,0.19,0.67,591.0,20.3,36298.0,25.45,39.35,22.8,12.45,35.7,41.13,57.01,4.69,0.01
WYOMING,WV,2007,104530.0,23594.0,4.43,3,11724.0,11870.0,97.94,1.11,0.15,0.69,210.75,23.5,30762.0,28.65,45.1,17.95,8.2,33.1,37.83,60.32,6.14,0.01
FAYETTE,WV,2006,104450.0,46271.0,2.26,2,23206.0,23065.0,92.98,5.36,0.3,0.92,1150.75,22.5,28732.0,24.6,41.75,20.95,12.7,31.0,50.27,48.42,5.67,0.02
JEFFERSON,WV,2006,102400.0,49881.0,2.05,1,24736.0,25145.0,90.38,6.79,0.3,3.59,1308.0,8.5,59090.0,16.1,33.4,24.45,26.05,27.8,49.18,49.87,3.41,0.03
WAYNE,TN,2008,101800.0,16490.0,6.17,3,9199.0,7291.0,90.1,8.45,0.27,1.47,937.25,20.7,32471.0,29.85,41.35,19.25,9.55,29.8,24.52,73.75,10.06,0.06
MARION,SC,2008,101300.0,33998.0,2.98,2,15790.0,18208.0,43.0,55.23,0.46,2.91,1402.25,24.1,30832.0,26.65,37.1,22.95,13.3,35.5,63.32,35.69,13.68,0.04
LINCOLN,TN,2007,101130.0,32729.0,3.09,2,15961.0,16768.0,90.05,7.62,0.55,2.11,1461.75,13.9,41536.0,23.8,38.9,22.25,15.1,29.4,30.23,68.44,3.55,0.04
LINCOLN,TN,2010,100760.0,33361.0,3.02,2,16268.0,17093.0,90.45,6.89,0.5,2.65,1375.0,17.1,41022.0,23.8,38.9,22.25,15.1,31.7,26.47,72.09,7.17,0.04
MARION,SC,2010,99000.0,33062.0,2.99,2,15116.0,17946.0,41.75,56.06,0.5,2.39,1528.0,29.5,27917.0,26.65,37.1,22.95,13.3,38.8,63.98,35.08,18.27,0.05
PIKE,AL,2009,97000.0,30493.0,3.18,2,14624.0,15869.0,60.26,36.79,0.71,2.23,1182.0,27.6,31229.0,24.9,31.5,21.95,21.55,36.9,42.29,57.13,9.52,0.04
WYOMING,WV,2006,96850.0,23851.0,4.06,3,11819.0,12032.0,98.03,1.03,0.14,0.64,210.75,23.2,29211.0,28.65,45.1,17.95,8.2,31.8,39.34,59.27,5.57,0.01
WAYNE,TN,2011,96320.0,16942.0,5.69,3,9353.0,7589.0,92.71,5.81,0.32,1.69,969.0,28.3,29883.0,29.85,41.35,19.25,9.55,33.7,22.03,76.58,10.74,0.06
LINCOLN,TN,2008,95800.0,33172.0,2.89,2,16168.0,17004.0,89.89,7.75,0.55,2.19,1461.75,16.0,40473.0,23.8,38.9,22.25,15.1,30.8,28.14,70.3,4.92,0.04
MARION,TN,2007,94600.0,28002.0,3.38,3,13775.0,14227.0,93.55,4.54,0.39,1.24,1729.25,14.0,39059.0,27.05,36.35,25.25,11.25,30.9,41.62,56.99,5.88,0.06
WAYNE,WV,2006,93900.0,41617.0,2.26,2,20385.0,21232.0,98.29,0.52,0.19,0.64,591.0,21.5,31664.0,25.45,39.35,22.8,12.45,33.6,42.48,56.05,5.42,0.01
WAYNE,TN,2012,92980.0,16918.0,5.5,3,9349.0,7569.0,92.47,5.93,0.34,1.75,892.0,23.9,32016.0,29.85,41.35,19.25,9.55,32.8,21.2,77.52,9.44,0.05
MARION,TN,2006,92820.0,27910.0,3.33,2,13756.0,14154.0,93.63,4.57,0.38,1.11,1729.25,18.1,36235.0,27.05,36.35,25.25,11.25,28.3,43.84,54.99,5.72,0.06
MARION,SC,2006,92100.0,34166.0,2.7,2,15913.0,18253.0,43.09,55.33,0.4,2.64,1402.25,27.8,27774.0,26.65,37.1,22.95,13.3,34.2,60.41,38.53,12.01,0.04
MARION,SC,2007,91100.0,34067.0,2.67,2,15872.0,18195.0,43.07,55.26,0.41,2.7,1402.25,24.3,30364.0,26.65,37.1,22.95,13.3,35.2,61.87,37.11,11.52,0.04
GRUNDY,TN,2006,90090.0,14289.0,6.3,3,7007.0,7282.0,97.65,0.83,0.33,1.2,450.25,29.6,27121.0,35.8,38.2,16.95,9.05,28.0,49.58,49.02,8.04,0.03
LINCOLN,WV,2012,90090.0,21605.0,4.17,3,10766.0,10839.0,98.9,0.17,0.11,0.51,1103.0,24.1,34023.0,29.05,43.8,19.7,7.4,40.5,32.66,64.29,10.33,0.05
FAYETTE,TN,2012,89340.0,38673.0,2.31,2,19105.0,19568.0,70.64,27.63,0.31,2.37,1040.0,16.4,52163.0,21.2,34.55,26.65,17.6,32.6,34.17,64.83,8.45,0.03
WAYNE,TN,2009,89300.0,16484.0,5.42,3,9205.0,7279.0,89.85,8.6,0.32,1.55,1068.0,23.0,32562.0,29.85,41.35,19.25,9.55,31.9,23.69,74.69,13.41,0.06
GRUNDY,TN,2008,88060.0,14257.0,6.18,3,7007.0,7250.0,97.3,1.02,0.4,1.21,450.25,29.5,25619.0,35.8,38.2,16.95,9.05,29.5,42.55,55.33,8.38,0.03
LINCOLN,WV,2011,86670.0,21564.0,4.02,3,10733.0,10831.0,98.97,0.12,0.1,0.47,919.0,27.1,32517.0,29.05,43.8,19.7,7.4,36.8,35.57,61.52,10.65,0.04
BLOUNT,AL,2006,85050.0,55983.0,1.52,1,27959.0,28024.0,95.45,2.75,0.59,6.92,934.25,12.8,41494.0,24.9,34.15,29.6,11.35,28.9,16.41,82.44,3.24,0.02
LINCOLN,WV,2009,84130.0,22111.0,3.8,3,11022.0,11089.0,98.25,0.6,0.22,0.81,1351.0,25.1,31212.0,29.05,43.8,19.7,7.4,38.5,41.41,55.98,9.63,0.06
BLOUNT,AL,2007,82430.0,56863.0,1.45,1,28444.0,28419.0,95.12,3.04,0.57,7.22,934.25,13.1,43266.0,24.9,34.15,29.6,11.35,31.5,15.46,83.23,3.18,0.02
LINCOLN,TN,2006,82400.0,32441.0,2.54,2,15785.0,16656.0,90.15,7.58,0.55,1.95,1461.75,14.9,39717.0,23.8,38.9,22.25,15.1,28.0,32.32,66.57,4.21,0.05
WAYNE,TN,2007,82360.0,16532.0,4.98,3,9194.0,7338.0,90.29,8.29,0.28,1.39,937.25,20.5,31281.0,29.85,41.35,19.25,9.55,30.3,26.54,72.02,7.36,0.06
PIKE,AL,2008,81900.0,30337.0,2.7,2,14525.0,15812.0,60.18,36.95,0.74,2.1,712.5,22.5,32284.0,24.9,31.5,21.95,21.55,35.1,42.13,57.36,4.87,0.02
GRUNDY,TN,2007,80790.0,14307.0,5.65,3,7041.0,7266.0,97.43,0.94,0.37,1.29,450.25,27.0,26844.0,35.8,38.2,16.95,9.05,27.1,46.06,52.17,5.91,0.03
LINCOLN,WV,2010,77330.0,21720.0,3.56,3,10803.0,10917.0,99.1,0.08,0.1,0.44,1026.0,24.2,34119.0,29.05,43.8,19.7,7.4,38.0,38.49,58.75,11.73,0.05
FAYETTE,TN,2011,77280.0,38568.0,2.0,1,19120.0,19448.0,70.32,27.93,0.31,2.32,1288.0,14.2,49760.0,21.2,34.55,26.65,17.6,35.1,34.58,64.43,9.5,0.03
WAYNE,TN,2010,73330.0,17021.0,4.31,3,9402.0,7619.0,92.86,5.76,0.34,1.63,820.0,22.1,32334.0,29.85,41.35,19.25,9.55,31.5,22.86,75.63,11.38,0.05
CANNON,TN,2011,72550.0,13724.0,5.29,3,6773.0,6951.0,96.81,1.35,0.23,1.6,775.0,21.8,36959.0,24.15,45.35,20.2,10.3,30.7,32.8,65.12,10.31,0.06
FAYETTE,TN,2010,67190.0,38413.0,1.75,1,19047.0,19366.0,70.24,28.18,0.28,2.23,1534.0,12.8,53935.0,21.2,34.55,26.65,17.6,36.9,34.98,64.03,9.94,0.04
FAYETTE,AL,2006,65450.0,17815.0,3.67,3,8708.0,9107.0,86.29,12.34,0.3,1.27,250.5,16.7,34465.0,27.15,36.45,24.5,11.9,32.1,27.57,71.55,4.24,0.01
FAYETTE,AL,2010,64190.0,17241.0,3.72,3,8507.0,8734.0,87.05,11.48,0.37,1.18,483.0,27.3,32643.0,27.15,36.45,24.5,11.9,36.4,23.96,75.06,13.02,0.03
PIKE,AL,2007,60860.0,30169.0,2.02,1,14407.0,15762.0,60.31,36.89,0.73,1.91,712.5,27.0,25817.0,24.9,31.5,21.95,21.55,36.7,40.72,58.76,4.03,0.02
LINCOLN,WV,2008,60700.0,22158.0,2.74,2,11025.0,11133.0,98.34,0.53,0.21,0.74,1099.75,24.4,29817.0,29.05,43.8,19.7,7.4,37.8,44.32,53.21,4.68,0.05
CANNON,TN,2010,59100.0,13801.0,4.28,3,6831.0,6970.0,97.12,1.25,0.22,1.52,652.0,16.7,36246.0,24.15,45.35,20.2,10.3,32.3,34.15,63.71,11.14,0.05
FAYETTE,TN,2009,58700.0,38820.0,1.51,1,19267.0,19553.0,70.57,26.81,0.36,2.61,1533.0,12.2,53624.0,21.2,34.55,26.65,17.6,35.5,35.39,63.62,11.07,0.04
CANNON,TN,2012,56860.0,13803.0,4.12,3,6856.0,6947.0,96.57,1.4,0.28,1.73,754.0,16.5,39262.0,24.15,45.35,20.2,10.3,31.6,31.45,66.54,8.47,0.05
FAYETTE,AL,2012,56030.0,16941.0,3.31,2,8431.0,8510.0,86.98,11.39,0.4,1.42,134.0,17.6,35720.0,27.15,36.45,24.5,11.9,32.4,22.87,76.19,8.62,0.01
WAYNE,TN,2006,54480.0,16625.0,3.28,2,9251.0,7374.0,90.62,8.08,0.23,1.27,937.25,19.1,28924.0,29.85,41.35,19.25,9.55,29.6,28.56,70.28,10.38,0.06
MARTIN,MN,2012,53200.0,20456.0,2.6,2,10095.0,10361.0,97.72,0.44,0.35,3.77,614.0,12.6,47212.0,11.9,38.1,31.95,18.05,32.6,36.96,60.69,5.58,0.03
FAYETTE,TN,2008,51660.0,38218.0,1.35,1,18996.0,19222.0,70.28,27.13,0.34,2.42,1348.75,12.7,51673.0,21.2,34.55,26.65,17.6,34.6,35.8,63.22,7.43,0.04
FAYETTE,AL,2011,50150.0,17047.0,2.94,2,8432.0,8615.0,87.05,11.39,0.37,1.34,0.0,22.5,32648.0,27.15,36.45,24.5,11.9,36.3,23.42,75.62,11.07,0.0
PIKE,AL,2006,49590.0,29971.0,1.65,1,14405.0,15566.0,60.33,36.95,0.68,1.83,712.5,28.1,29269.0,24.9,31.5,21.95,21.55,35.6,39.3,60.16,4.03,0.02
FAYETTE,AL,2008,48860.0,17627.0,2.77,2,8614.0,9013.0,85.7,12.75,0.28,1.42,250.5,19.8,34092.0,27.15,36.45,24.5,11.9,32.3,25.06,73.93,7.24,0.01
CANNON,TN,2008,48850.0,13831.0,3.53,3,6724.0,7107.0,95.37,2.62,0.56,2.48,716.0,15.3,40527.0,24.15,45.35,20.2,10.3,30.8,36.85,60.88,7.35,0.05
LINCOLN,WV,2006,48810.0,22249.0,2.19,1,11082.0,11167.0,98.53,0.39,0.22,0.63,1099.75,26.5,27759.0,29.05,43.8,19.7,7.4,33.2,46.51,51.28,6.12,0.05
MARTIN,MN,2011,48500.0,20619.0,2.35,2,10136.0,10483.0,97.89,0.39,0.36,3.77,609.0,12.5,44597.0,11.9,38.1,31.95,18.05,28.0,37.98,59.59,6.62,0.03
CANNON,TN,2009,46900.0,13838.0,3.39,3,6731.0,7107.0,95.27,2.75,0.54,2.45,683.0,15.5,38092.0,24.15,45.35,20.2,10.3,31.5,35.5,62.3,11.97,0.05
CANNON,TN,2007,46790.0,13435.0,3.48,3,6574.0,6861.0,95.6,2.47,0.52,2.55,716.0,15.6,39123.0,24.15,45.35,20.2,10.3,28.1,39.12,59.03,4.84,0.05
MARTIN,MN,2010,46100.0,20840.0,2.21,1,10229.0,10611.0,98.13,0.37,0.31,3.57,566.0,11.6,47910.0,11.9,38.1,31.95,18.05,27.2,39.0,58.49,7.32,0.03
CANNON,TN,2006,44430.0,13272.0,3.35,3,6456.0,6816.0,95.76,2.38,0.5,2.38,716.0,15.2,38739.0,24.15,45.35,20.2,10.3,27.3,41.38,57.17,5.07,0.05
FAYETTE,AL,2009,43590.0,17411.0,2.5,2,8524.0,8887.0,85.67,12.65,0.31,1.57,385.0,19.6,34262.0,27.15,36.45,24.5,11.9,36.5,24.51,74.5,14.02,0.02
FAYETTE,TN,2007,43060.0,37251.0,1.16,1,18551.0,18700.0,69.96,27.53,0.33,2.34,1348.75,13.6,54271.0,21.2,34.55,26.65,17.6,33.8,36.51,62.62,6.04,0.04
MARTIN,MN,2008,43000.0,20420.0,2.11,1,10012.0,10408.0,97.69,0.74,0.31,3.17,618.5,11.3,44101.0,11.9,38.1,31.95,18.05,28.3,41.04,56.29,4.88,0.03
FAYETTE,AL,2007,39200.0,17590.0,2.23,1,8613.0,8977.0,86.04,12.54,0.29,1.37,250.5,17.2,35957.0,27.15,36.45,24.5,11.9,33.0,26.32,72.74,4.72,0.01
MARTIN,MN,2009,38400.0,20241.0,1.9,1,9910.0,10331.0,97.43,0.88,0.32,3.06,685.0,11.2,40389.0,11.9,38.1,31.95,18.05,27.3,40.02,57.39,7.48,0.03
LINCOLN,WV,2007,35040.0,22185.0,1.58,1,11053.0,11132.0,98.42,0.48,0.2,0.71,1099.75,25.2,30694.0,29.05,43.8,19.7,7.4,35.2,45.41,52.25,5.43,0.05
MARTIN,MN,2007,29800.0,20442.0,1.46,1,9984.0,10458.0,97.83,0.68,0.28,2.87,618.5,10.2,42997.0,11.9,38.1,31.95,18.05,27.8,41.17,56.5,4.39,0.03
FAYETTE,TN,2006,29600.0,35890.0,0.82,1,17798.0,18092.0,69.43,27.99,0.35,2.27,1348.75,14.8,47237.0,21.2,34.55,26.65,17.6,32.8,37.22,62.02,6.2,0.04
MARTIN,MN,2006,28100.0,20502.0,1.37,1,10048.0,10454.0,98.0,0.58,0.24,2.83,618.5,10.4,41937.0,11.9,38.1,31.95,18.05,26.7,41.3,56.71,4.23,0.03
WASHINGTON,AL,2008,14700.0,17052.0,0.86,1,8354.0,8698.0,65.97,27.09,5.67,1.31,248.0,18.2,37076.0,22.65,44.2,23.55,9.65,34.9,34.95,64.43,8.43,0.01
WASHINGTON,AL,2010,14400.0,17581.0,0.82,1,8656.0,8925.0,65.7,24.95,8.13,0.86,427.0,19.6,37639.0,22.65,44.2,23.55,9.65,35.9,34.42,65.03,14.22,0.02
WASHINGTON,AL,2009,12000.0,17003.0,0.71,1,8375.0,8628.0,66.09,27.22,5.44,1.38,517.0,19.3,36946.0,22.65,44.2,23.55,9.65,36.2,34.69,64.73,15.09,0.03
WASHINGTON,AL,2007,11500.0,17092.0,0.67,1,8373.0,8719.0,66.12,26.85,5.77,1.28,248.0,18.7,35810.0,22.65,44.2,23.55,9.65,34.6,35.75,63.66,5.96,0.01
WASHINGTON,AL,2012,10700.0,17146.0,0.62,1,8441.0,8705.0,66.31,24.41,7.76,1.21,48.0,21.0,39173.0,22.65,44.2,23.55,9.65,36.0,33.9,65.63,11.97,0.0
MOORE,TN,2011,9400.0,6370.0,1.48,1,3160.0,3210.0,95.75,2.43,0.25,1.35,204.0,12.4,48229.0,18.05,40.6,25.75,15.65,33.5,26.35,72.03,6.87,0.03
MOORE,TN,2012,8280.0,6306.0,1.31,1,3083.0,3223.0,95.78,2.39,0.25,1.38,178.0,13.5,47091.0,18.05,40.6,25.75,15.65,33.9,25.19,73.35,5.8,0.03
WASHINGTON,AL,2006,7900.0,17345.0,0.46,1,8474.0,8871.0,65.83,26.91,5.99,1.24,248.0,20.1,33896.0,22.65,44.2,23.55,9.65,34.6,36.55,62.9,5.79,0.01
LINCOLN,MN,2007,6700.0,5800.0,1.16,1,2858.0,2942.0,98.76,0.14,0.38,1.72,0.5,12.5,38112.0,14.35,38.45,30.3,16.9,26.6,48.05,48.76,4.55,0.0
WASHINGTON,AL,2011,5500.0,17354.0,0.32,1,8524.0,8830.0,65.96,24.83,7.87,1.08,0.0,18.9,39203.0,22.65,44.2,23.55,9.65,36.1,34.16,65.33,14.59,0.0
LINCOLN,MN,2012,5240.0,5755.0,0.91,1,2870.0,2885.0,98.71,0.16,0.19,1.3,0.0,10.3,43959.0,14.35,38.45,30.3,16.9,28.9,45.8,51.12,4.69,0.0
LINCOLN,MN,2008,5100.0,5773.0,0.88,1,2875.0,2898.0,98.63,0.17,0.38,1.82,0.5,10.0,43000.0,14.35,38.45,30.3,16.9,27.2,48.53,47.7,5.06,0.0
LINCOLN,MN,2009,4500.0,5712.0,0.79,1,2851.0,2861.0,98.51,0.19,0.47,1.73,2.0,9.2,41263.0,14.35,38.45,30.3,16.9,27.7,47.85,48.55,5.82,0.0
LINCOLN,MN,2010,4500.0,5896.0,0.76,1,2960.0,2936.0,98.81,0.14,0.19,1.22,0.0,10.0,43358.0,14.35,38.45,30.3,16.9,27.5,47.16,49.41,5.51,0.0
MOORE,TN,2010,4200.0,6362.0,0.66,1,3129.0,3233.0,95.91,2.34,0.27,1.1,182.0,13.6,45066.0,18.05,40.6,25.75,15.65,32.4,27.52,70.72,7.9,0.03
LINCOLN,MN,2011,4130.0,5808.0,0.71,1,2912.0,2896.0,98.78,0.14,0.19,1.53,0.0,9.8,43996.0,14.35,38.45,30.3,16.9,28.5,46.48,50.27,5.15,0.0
MOORE,TN,2006,3900.0,5925.0,0.66,1,2925.0,3000.0,95.17,3.32,0.34,1.23,192.5,11.7,44707.0,18.05,40.6,25.75,15.65,29.0,34.47,64.11,4.73,0.03
MOORE,TN,2007,3900.0,5986.0,0.65,1,2974.0,3012.0,94.85,3.59,0.37,1.24,192.5,11.4,47106.0,18.05,40.6,25.75,15.65,29.7,32.15,66.1,4.12,0.03
LINCOLN,MN,2006,3100.0,5864.0,0.53,1,2877.0,2987.0,98.87,0.1,0.36,1.43,0.5,9.7,38548.0,14.35,38.45,30.3,16.9,25.8,47.58,49.82,3.62,0.0
MOORE,TN,2008,3100.0,6047.0,0.51,1,2989.0,3058.0,94.46,3.8,0.43,1.42,192.5,11.6,46045.0,18.05,40.6,25.75,15.65,31.5,29.84,68.09,5.57,0.03
MOORE,TN,2009,500.0,6055.0,0.08,1,3006.0,3049.0,94.2,4.06,0.41,1.62,206.0,14.2,46494.0,18.05,40.6,25.75,15.65,30.6,28.68,69.41,9.49,0.03
